cds_code,county,district,school,school_type,sector_type,charter,status,details_url,email,administrator,cds code,educational program type,fax number,high grade,last updated,located within the boundaries of this public school district,low grade,mailing address,open date,phone number,public school,school address,school type,statistical info,virtual instruction,web address
37684526147797,San Diego,Vista Unified,Big Tree Little Preschool Kindergarten,Kindergartens (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37684526147797,rebecca@bigtreelittlepreschool.com,Rebecca Cook Director rebecca@bigtreelittlepreschool.com Rebecca Cook (Custodian of Records) rebecca@bigtreelittlepreschool.com,37 68452 6147797,Information Not Available,Information Not Available,K,"March 3, 2025",Vista Unified,K,"1600 Buena Vista Dr. Vista, CA 92081-7423","May 1, 2014",(760) 685-5780,No,"1600 Buena Vista Dr. Vista, CA 92081-7423 Google Map Link opens new browser tab",Kindergartens (Private),Link to CDE Private School Data page,,http://bigtreelittlepreschool.org Link opens new browser tab
43696666147953,Santa Clara,San Jose Unified,One World Montessori School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43696666147953,pearloffice@oneworldmontessori.org,Ms. Pallavi Tekriwal Head of School pearloffice@oneworldmontessori.org Lupe Alonso (Custodian of Records) pearloffice@oneworldmontessori.org,43 69666 6147953,Information Not Available,(408) 978-7175,6,"November 26, 2024",San Jose Unified,1,"3635 Pearl Ave. San Jose, CA 95136-1525","May 1, 2014",(408) 963-0360,No,"3635 Pearl Ave. San Jose, CA 95136-1525 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.oneworldmontessori.org Link opens new browser tab
44754326147615,Santa Cruz,Scotts Valley Unified,Pacific Sands Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=44754326147615,psalearnyourway@gmail.com,Ms. Shauna Reisewitz Director psalearnyourway@gmail.com Shauna Reisewitz (Custodian of Records) psalearnyourway@gmail.com,44 75432 6147615,Information Not Available,Information Not Available,12,"October 15, 2024",Scotts Valley Unified,4,"216 Mount Hermon Rd. Ste. E Scotts Valley, CA 95066","May 1, 2014",(831) 515-8250,No,"745 Park Dr. Ben Lomond, CA 95005-9332 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.pacificsandsacademy.com Link opens new browser tab
30736506147078,Orange,Irvine Unified,Concord Preparatory School,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30736506147078,admin@concordprep.org,Louis Gao Principal admin@concordprep.org 0 Owen Chou (Custodian of Records) admin@concordprep.org,30 73650 6147078,Information Not Available,Information Not Available,12,"June 11, 2025",Irvine Unified,K,"830 Roosevelt Ave. Second Floor Irvine, CA 92620-3663","April 30, 2014",(949) 992-3325,No,"830 Roosevelt Ave. Second Floor Irvine, CA 92620-3663 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.concordprep.org Link opens new browser tab
34765056147961,Sacramento,Twin Rivers Unified,Nehemiah Christian Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765056147961,preacademylane@yahoo.com,Mrs. Kimetra Ayers Administrator kimetrag@hotmail.com Mrs. Classic Lane (Custodian of Records) preacademylane@yahoo.com,34 76505 6147961,Information Not Available,(916) 921-9345,6,"November 26, 2024",Twin Rivers Unified,1,"p.o. box 15010 Sacramento, ca 95851-0010","May 2, 2014",(916) 921-9303,No,"2727 Del Paso Blvd. Sacramento, CA 95815-2302 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://calvarychristiancenter.com Link opens new browser tab
43693776147821,Santa Clara,Berryessa Union Elementary,Munchkin Academy and Advancing Minds,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43693776147821,advancingmindsacademy@gmail.com,Ms. Celestia Brown (Custodian of Records) saracith@gmail.com,43 69377 6147821,Information Not Available,Information Not Available,12,"August 14, 2025",Berryessa Union Elementary,K,"Po Box 111552 Campbell, CA 95011","May 2, 2014",Information Not Available,No,"15350 Penitencia Creek Rd San Jose, CA 95127-1348 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,Information Not Available
10621660129700,Fresno,Fresno Unified,Creative Alternative School,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10621660129700,marlina.medina@creative-alternatives.org,Ms. Marlina Medina Administrator marlina.medina@creative-alternatives.org Ms. Marcella Medina (Custodian of Records) marcella.medina@creative-alternatives.org,10 62166 0129700,Nonpublic Certified School,(559) 385-7406,12,"September 16, 2025",Fresno Unified,K,"4460 E. Yale Fresno, CA 93703-2642","May 8, 2014",(559) 385-7404,No,"4460 E. Yale Fresno, CA 93703-2642 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.creative-alternatives.org/non-public-schools/ Link opens new browser tab
43696250129791,Santa Clara,Oak Grove Elementary,Kinship Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43696250129791,mainoffice@kinshipacademy.org,David Perez Director David@kinshipacademy.org Mandy Tapia (Custodian of Records) mtapia@kinshipacademy.org,43 69625 0129791,Nonpublic Certified School,Information Not Available,12,"November 26, 2024",Oak Grove Elementary,K,"910 Pleasant Grove Blvd, 210-301 Roseville, CA 95678","April 1, 2014",(408) 559-7500,No,"2400 Flint Ave San Jose, CA 95148-1719 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://Kinshipacademy.org Link opens new browser tab
77764220129809,Out of State,Out-of-State Nonpublic,Triumph Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=77764220129809,bruce@triumphyouthservices.com,Bruce Humphries Site Administrator (435) 538-5061 bruce@triumphyouthservices.com,77 76422 0129809,Nonpublic Certified School,(435) 538-5063,12,"November 30, 2018",,6,"62 South 950 West Brigham City, UT 84302","October 31, 2013",(435) 531-9277,No,"62 South 950 West Brigham City, UT 84302 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,Information Not Available
19647906148068,Los Angeles,Monrovia Unified,Oasis Trilingual Community School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647906148068,clarke.sumner@oasistrilingualschool.org,Ms. Clarke Sumner Head of School clarke.sumner@oasistrilingualschool.org Clarke Sumner (Custodian of Records) clarke.sumner@oasistrilingualschool.org,19 64790 6148068,Information Not Available,Information Not Available,8,"December 16, 2024",Monrovia Unified,K,"429 E Wildrose Ave. Monrovia, CA 91016-2940","June 19, 2014",(626) 285-8262,No,"429 E Wildrose Ave. Monrovia, CA 91016-2940 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.oasistrilingualschool.org/ Link opens new browser tab
33751920130831,Riverside,Temecula Valley Unified,Big Springs School Temecula,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33751920130831,leslie@bigspringsedtherapycenter.org,Dr. Leslie Huscher Director (951) 719-3738 leslie@bigspringsedherapycenter.org Dr. Leslie Huscher (Custodian of Records) leslie@bigspringsedtherapycenter.org,33 75192 0130831,Nonpublic Certified School,(951) 719-3731,8,"August 6, 2025",Temecula Valley Unified,K,"41769 Enterprise Cir. N Ste 101 Temecula, CA 92590-5626","July 15, 2014",(951) 719-3738,No,"41769 Enterprise Cir. N Ste 101 Temecula, CA 92590-5626 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,Information Not Available
19647336148076,Los Angeles,Los Angeles Unified,Islah Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647336148076,admin@islahacademy.org,Azizah Ali Principal zzali323@gmail.com Ms. Garland Bush (Custodian of Records) garlandbush@gmail.com,19 64733 6148076,Information Not Available,(323) 596-3458,8,"December 10, 2024",Los Angeles Unified,K,"2900 Slauson Ave. Los Angeles, CA 90043-2505","July 17, 2014",(323) 596-3456,No,"2900 Slauson Ave. Los Angeles, CA 90043-2505 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.islahacademy.org Link opens new browser tab
41690476148084,San Mateo,San Mateo Union High,Fusion Academy San Mateo-Foster City,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=41690476148084,jcho1@fusionacademy.com,Julie Pineda Other jpineda@fusionacademy.com Jayne Cho (Custodian of Records) jcho1@fusionacademy.com,41 69047 6148084,Information Not Available,Information Not Available,12,"November 26, 2024",San Mateo Union High,6,"1840 Gateway Dr., Ste. 100 San Mateo, CA 94404-4066","July 17, 2014",(650) 539-0240,No,"1840 Gateway Dr., Ste. 100 San Mateo, CA 94404-4066 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.fusionacademy.com/campuses/san-mateo-foster-city/?crnt=san-mateo-foster-city Link opens new browser tab
77764220131011,Out of State,Out-of-State Nonpublic,New Haven - Spanish Fork Campus,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=77764220131011,johns@newhavenrtc.com,John Stewart Executive Director (801) 423-5270 johns@newhavenrtc.com,77 76422 0131011,Nonpublic Certified School,(801) 794-9558,12,"November 30, 2018",,7,"2172 East 7200 South Spanish Fork, UT 84660","February 18, 2014",(801) 794-1218,No,"2172 East 7200 South Spanish Fork, UT 84660 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.newhavenrtc.com/ Link opens new browser tab
43696666148159,Santa Clara,San Jose Unified,Cristo Rey San Jose Jesuit High School,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43696666148159,andria.bengtson@cristoreysj.org,Mrs. Andria Bengston Principal andria.bengtson@cristoreysj.org Andria Bengtson (Custodian of Records) andria.bengtson@cristoreysj.org,43 69666 6148159,Information Not Available,(408) 293-0425,12,"September 15, 2025",San Jose Unified,9,"1389 E. Santa Clara St San Jose, CA 95116-2343","August 4, 2014",(408) 293-0425,No,"1389 E. Santa Clara St San Jose, CA 95116-2343 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,http://crisroreysj.org Link opens new browser tab
43697086148142,Santa Clara,Union Elementary,Learning Springs Academy,Kindergartens (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43697086148142,info@learningspringsacademy.com,Ms. Lucia D'Souza Executive Director ldsouza@learningspringsacademy.com Ms. Lucia D'souza (Custodian of Records) ldsouza@learningspringsacademy.com,43 69708 6148142,Information Not Available,(408) 979-9769,8,"August 19, 2025",Union Elementary,K,"1774 Foxworthy Ave.,Bldg 1 San Jose, CA 95124","August 4, 2014",(408) 979-9769,No,"1774 Foxworthy Ave., Bldg 1 San Jose, CA 95124-2306 Google Map Link opens new browser tab",Kindergartens (Private),Link to CDE Private School Data page,,www.learningspringsacademy.com Link opens new browser tab
33670900131052,Riverside,Jurupa Unified,Spectrum Center Schools - Jurupa Elementary,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33670900131052,cerarivera@chancelight.com,Ms. Kristina Parker Administrator kristina.parker@chancelight.com Ms. Cera Rivera (Custodian of Records) cerarivera@chancelight.com,33 67090 0131052,Nonpublic Certified School,(510) 741-2775,6,"August 6, 2025",Jurupa Unified,K,"3600 Packard Ave. Jurupa Valley, CA 92509-4519","July 31, 2014",(951) 222-7827,No,"3600 Packard Ave. Jurupa Valley, CA 92509-4519 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.spectrumschools.com/campuses/jurupa-valley-ina-arbuckle-elementary/ Link opens new browser tab
09618530131300,El Dorado,El Dorado Union High,Opportunity Acres dba Independent Trails,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=09618530131300,alaguna@oppacres.com,Michelle Wagner Administrator mwagner@oppacres.com Mrs. Amanda Laguna (Custodian of Records) alaguna@oppacres.com,09 61853 0131300,Nonpublic Certified School,Information Not Available,12,"August 8, 2025",El Dorado Union High,6,"7315 S Shingle Rd Shingle Springs, CA 95682-9731","August 20, 2014",(530) 672-9462,No,"7315 S Shingle Rd Shingle Springs, CA 95682-9731 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.oppacres.com/ Link opens new browser tab
43694196148365,Santa Clara,Cupertino Union,Fusion Academy - Cupertino,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43694196148365,sjavid@fusionacademy.com,Julie Pineda Other jpineda@fusionacademy.com Sara Javid (Custodian of Records) sjavid@fusionacademy.com,43 69419 6148365,Information Not Available,Information Not Available,12,"November 26, 2024",Cupertino Union,6,"19638 Stevens Creek Blvd., Ste. #230 Cupertino, CA 95014-2463","December 18, 2014",(408) 663-5260,No,"19638 Stevens Creek Blvd., Ste. #230 Cupertino, CA 95014-2463 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.fusionacademy.com/campuses/cupertino/?crnt=cupertino Link opens new browser tab
19646836148415,Los Angeles,Las Virgenes Unified,Fusion Academy - Westlake Village,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19646836148415,LFrance@fusionacademy.com,Laura France Administrator LFrance@fusionacademy.com Mrs. Laura France (Custodian of Records) lfrance@fusionacademy.com,19 64683 6148415,Information Not Available,Information Not Available,12,"September 15, 2025",Las Virgenes Unified,6,"30700 Russell Ranch Rd., Ste. 175 Westlake Village, CA 91362-9500","December 18, 2014",(805) 852-1695,No,"30700 Russell Ranch Rd., Ste. 175 Westlake Village, CA 91362-9500 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.fusionacademy.com/campuses/westlake-village/ Link opens new browser tab
19647336148407,Los Angeles,Los Angeles Unified,Acton Academy Venice Beach,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647336148407,dkfoltz@gmail.com,Ms. Danelle Foltz-Smith Head of School dkfoltz@gmail.com Danelle Foltz-Smith (Custodian of Records) dkfoltz@gmail.com,19 64733 6148407,Information Not Available,Information Not Available,12,"November 26, 2024",Los Angeles Unified,K,"2210 Lincoln Blvd., Ste. 13 Venice, CA 90291-3971","December 20, 2014",(312) 498-9872,No,"2210 Lincoln Blvd., Ste. 13 Venice, CA 90291-3971 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.actonvenice.org Link opens new browser tab
43696416148357,Santa Clara,Palo Alto Unified,Cornerstone School,Kindergartens (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43696416148357,wong.helen988@gmail.com,Ms. Helen Wong Director wong.helen988@gmail.com Ms. Helen Wong (Custodian of Records) wong.helen988@gmail.com,43 69641 6148357,Information Not Available,Information Not Available,1,"September 15, 2025",Palo Alto Unified,K,"4243 Manuela Ave Palo Alto, CA 94306-3705","December 20, 2014",(650) 215-0208,No,"4243 Manuela Ave Palo Alto, CA 94306-3705 Google Map Link opens new browser tab",Kindergartens (Private),Link to CDE Private School Data page,,www.Cornerstonelearningfoundation.com Link opens new browser tab
